absolute_squared_residual_reduction_10_to_25,absolute_squared_residual_reduction_25_to_50,absolute_squared_residual_reduction_50_to_100,actual_fit_initialization_hash_sha256,actual_relative_frobenius_error,actual_relative_squared_frobenius_error,bound_tolerance,checkpoint_sha256,completed_requested_budget,compression_factor,convergence_status,decomposition_runtime_seconds,default_explicit_khatri_rao_peak_bytes_avoided,dense_tensor_shape,deterministic_settings,device,failure_exception,gap_above_max_bound,initialization_hash_sha256,initialization_identifier,initialization_matches_other_budgets,initialization_verification,initializer,iteration_budget,max_unfolding_tail_bound_squared,method,mttkrp_implementation,mttkrp_max_explicit_bytes,mttkrp_rank_chunk_size,numerical_precision,output_mode_svd_residual_squared,parameter_count,parameter_ratio,rank,relative_squared_residual_reduction_10_to_100,seed,status
,,,71cd2cf32c3d5b9b06f0c917d86f22f7be1c00e07a70bc97d08f2feae0a4eb64,0.9624377810919593,0.9262864824732142,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.0018909170175902545,576,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.133251970162942,71cd2cf32c3d5b9b06f0c917d86f22f7be1c00e07a70bc97d08f2feae0a4eb64,sha256:71cd2cf32c3d5b9b06f0c917d86f22f7be1c00e07a70bc97d08f2feae0a4eb64,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,3,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,2,completed
,,,71cd2cf32c3d5b9b06f0c917d86f22f7be1c00e07a70bc97d08f2feae0a4eb64,0.9622542588643649,0.9259332587026082,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.00591754203196615,576,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.132898746392336,71cd2cf32c3d5b9b06f0c917d86f22f7be1c00e07a70bc97d08f2feae0a4eb64,sha256:71cd2cf32c3d5b9b06f0c917d86f22f7be1c00e07a70bc97d08f2feae0a4eb64,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,4,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,2,completed
,,,1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,0.9659534261642837,0.9330660215185184,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.0008927499875426292,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.3176004053548138,1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,sha256:1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,1,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,0,completed
,,,1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,0.9367061859879847,0.8774184788681569,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.0023690409725531936,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2619528627044524,1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,sha256:1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,2,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,0,completed
,,,1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,0.9346218631796142,0.8735180271333334,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.001820584002416581,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.25805241096962883,1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,sha256:1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,3,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,0,completed
,,,1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,0.934131222623699,0.8726011410804466,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.002284624963067472,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2571355249167421,1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,sha256:1c4024338b1c26b9c65243f502df7f2366dc5378f952958cbe32037f23b64bb1,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,4,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,0,completed
,,,048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,0.9471221510242084,0.8970403689607234,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.0008787920232862234,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2815747527970188,048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,sha256:048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,1,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,1,completed
,,,048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,0.9357912089016343,0.875705186657582,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.0015123329940252006,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.26023957049387747,048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,sha256:048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,2,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,1,completed
,,,048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,0.9310913747222166,0.8669311480821073,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.003693917009513825,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2514655319184027,048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,sha256:048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,3,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,1,completed
,,,048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,0.9287833015865954,0.8626384213060966,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.001920499955303967,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.24717280514239204,048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,sha256:048c90848c5dfa84df124afd2d8f68d9dd6ed0844207b0b6a5cd62510443078d,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,4,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,1,completed
,,,cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,0.9554842674505154,0.912950185345448,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.0008634580299258232,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2974845691817435,cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,sha256:cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,1,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,2,completed
,,,cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,0.9364555383226483,0.8769489752551609,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.0011132080107927322,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.26148335909145637,cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,sha256:cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,2,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,2,completed
,,,cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,0.9327879854720793,0.87009342584106,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.001645541051402688,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.25462780967735543,cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,sha256:cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,3,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,2,completed
,,,cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,0.9310491171796035,0.8668524586009191,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.003061708004679531,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.25138684243721454,cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,sha256:cd737569d1d2a3494255a1e48caff58e6b467e92f950452abe66d7ccd6704aec,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,4,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,2,completed
,,,6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,0.9050914414154929,0.8191905173235747,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0010557079804129899,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4753575560406894,6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,sha256:6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,1,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,0,completed
,,,6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,0.8717946192627439,0.7600258581754727,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0013864170177839696,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4161928968925874,6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,sha256:6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,2,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,0,completed
,,,6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,0.8628515328819494,0.7445127677967297,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0016623749979771674,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4006798065138444,6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,sha256:6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,3,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,0,completed
,,,6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,0.8566791861672357,0.7338992280121573,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0018847500323317945,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.390066266729272,6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,sha256:6fe90afbaa0fdeb04df64d0b7faceaebe08cf1da0aa8bf405deb6875b819a6df,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,4,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,0,completed
,,,3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,0.9155810530347043,0.838288664676138,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0009399159462191164,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.49445570339325273,3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,sha256:3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,1,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,1,completed
,,,3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,0.8894447266196013,0.7911119217114172,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0012796249939128757,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4472789604285319,3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,sha256:3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,2,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,1,completed
,,,3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,0.8781599426768323,0.7711648849221773,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0031022499897517264,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.42733192363929196,3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,sha256:3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,3,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,1,completed
,,,3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,0.8719012701136702,0.7602118248258314,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.004148541949689388,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.41637886354294606,3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,sha256:3085b0e0efb5709eaa2a92c4848c8d40952a552bb01032217f67541236aa700d,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,4,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,1,completed
,,,d2f6b729ec2b27895a34c7adf58853b31133d1e20b083d823d39d2c4ce855468,0.8924373973092221,0.7964445081160583,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.002274499973282218,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.45261154683317295,d2f6b729ec2b27895a34c7adf58853b31133d1e20b083d823d39d2c4ce855468,sha256:d2f6b729ec2b27895a34c7adf58853b31133d1e20b083d823d39d2c4ce855468,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,1,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,2,completed
,,,d2f6b729ec2b27895a34c7adf58853b31133d1e20b083d823d39d2c4ce855468,0.8700670250977486,0.7570166281624462,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0014020419912412763,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4131836668795609,d2f6b729ec2b27895a34c7adf58853b31133d1e20b083d823d39d2c4ce855468,sha256:d2f6b729ec2b27895a34c7adf58853b31133d1e20b083d823d39d2c4ce855468,True,independent_zero_iteration_probe_matches_factors_captured_from_actual_fit,random,2,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,2,completed
