absolute_squared_residual_reduction_10_to_25,absolute_squared_residual_reduction_25_to_50,absolute_squared_residual_reduction_50_to_100,actual_relative_frobenius_error,actual_relative_squared_frobenius_error,bound_tolerance,checkpoint_sha256,completed_requested_budget,compression_factor,convergence_status,decomposition_runtime_seconds,default_explicit_khatri_rao_peak_bytes_avoided,dense_tensor_shape,deterministic_settings,device,failure_exception,gap_above_max_bound,initialization_hash_sha256,initialization_identifier,initialization_matches_other_budgets,initialization_verification,initializer,iteration_budget,max_unfolding_tail_bound_squared,method,mttkrp_implementation,mttkrp_max_explicit_bytes,mttkrp_rank_chunk_size,numerical_precision,output_mode_svd_residual_squared,parameter_count,parameter_ratio,rank,relative_squared_residual_reduction_10_to_100,seed,status
,,,0.9357912089016343,0.875705186657582,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.006032667006365955,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.26023957049387747,04f0b6d3d6e5445adb281d93fe0af901a98582a6c1c5d6887f23c89cae2cd9e3,sha256:04f0b6d3d6e5445adb281d93fe0af901a98582a6c1c5d6887f23c89cae2cd9e3,True,independent_zero_iteration_probe_then_reseed_before_fit,random,2,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,1,completed
,,,0.9310913747222166,0.8669311480821073,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.007065667014103383,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2514655319184027,04f0b6d3d6e5445adb281d93fe0af901a98582a6c1c5d6887f23c89cae2cd9e3,sha256:04f0b6d3d6e5445adb281d93fe0af901a98582a6c1c5d6887f23c89cae2cd9e3,True,independent_zero_iteration_probe_then_reseed_before_fit,random,3,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,1,completed
,,,0.9287833015865954,0.8626384213060966,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.0040778329712338746,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.24717280514239204,04f0b6d3d6e5445adb281d93fe0af901a98582a6c1c5d6887f23c89cae2cd9e3,sha256:04f0b6d3d6e5445adb281d93fe0af901a98582a6c1c5d6887f23c89cae2cd9e3,True,independent_zero_iteration_probe_then_reseed_before_fit,random,4,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,1,completed
,,,0.9554842674505154,0.912950185345448,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.0024227920221164823,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2974845691817435,e07f0954baa9484bd4277aeefdf43be65119acca9826638d7e38ea9378d57db4,sha256:e07f0954baa9484bd4277aeefdf43be65119acca9826638d7e38ea9378d57db4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,1,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,2,completed
,,,0.9364555383226483,0.8769489752551609,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.002847417024895549,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.26148335909145637,e07f0954baa9484bd4277aeefdf43be65119acca9826638d7e38ea9378d57db4,sha256:e07f0954baa9484bd4277aeefdf43be65119acca9826638d7e38ea9378d57db4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,2,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,2,completed
,,,0.9327879854720793,0.87009342584106,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.005175833008252084,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.25462780967735543,e07f0954baa9484bd4277aeefdf43be65119acca9826638d7e38ea9378d57db4,sha256:e07f0954baa9484bd4277aeefdf43be65119acca9826638d7e38ea9378d57db4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,3,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,2,completed
,,,0.9310491171796035,0.8668524586009191,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.008225333003792912,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.25138684243721454,e07f0954baa9484bd4277aeefdf43be65119acca9826638d7e38ea9378d57db4,sha256:e07f0954baa9484bd4277aeefdf43be65119acca9826638d7e38ea9378d57db4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,4,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,2,completed
,,,0.9050914414154929,0.8191905173235747,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0035434160381555557,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4753575560406894,6fdde781df632e7ffce44f6880e3d52a01780aba5d190c78698dade923aceecc,sha256:6fdde781df632e7ffce44f6880e3d52a01780aba5d190c78698dade923aceecc,True,independent_zero_iteration_probe_then_reseed_before_fit,random,1,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,0,completed
,,,0.8717946192627439,0.7600258581754727,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.029352500045206398,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4161928968925874,6fdde781df632e7ffce44f6880e3d52a01780aba5d190c78698dade923aceecc,sha256:6fdde781df632e7ffce44f6880e3d52a01780aba5d190c78698dade923aceecc,True,independent_zero_iteration_probe_then_reseed_before_fit,random,2,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,0,completed
,,,0.8628515328819494,0.7445127677967297,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.00294245796976611,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4006798065138444,6fdde781df632e7ffce44f6880e3d52a01780aba5d190c78698dade923aceecc,sha256:6fdde781df632e7ffce44f6880e3d52a01780aba5d190c78698dade923aceecc,True,independent_zero_iteration_probe_then_reseed_before_fit,random,3,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,0,completed
,,,0.8566791861672357,0.7338992280121573,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0017602500156499445,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.390066266729272,6fdde781df632e7ffce44f6880e3d52a01780aba5d190c78698dade923aceecc,sha256:6fdde781df632e7ffce44f6880e3d52a01780aba5d190c78698dade923aceecc,True,independent_zero_iteration_probe_then_reseed_before_fit,random,4,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,0,completed
,,,0.9155810530347043,0.838288664676138,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0007389159873127937,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.49445570339325273,eaf3129d64d8d654862f2a87473e34a2efe692a4825243ab0bd735d2ba187895,sha256:eaf3129d64d8d654862f2a87473e34a2efe692a4825243ab0bd735d2ba187895,True,independent_zero_iteration_probe_then_reseed_before_fit,random,1,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,1,completed
,,,0.8894447266196013,0.7911119217114172,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0010100419749505818,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4472789604285319,eaf3129d64d8d654862f2a87473e34a2efe692a4825243ab0bd735d2ba187895,sha256:eaf3129d64d8d654862f2a87473e34a2efe692a4825243ab0bd735d2ba187895,True,independent_zero_iteration_probe_then_reseed_before_fit,random,2,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,1,completed
,,,0.8781599426768323,0.7711648849221773,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.00142716703703627,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.42733192363929196,eaf3129d64d8d654862f2a87473e34a2efe692a4825243ab0bd735d2ba187895,sha256:eaf3129d64d8d654862f2a87473e34a2efe692a4825243ab0bd735d2ba187895,True,independent_zero_iteration_probe_then_reseed_before_fit,random,3,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,1,completed
,,,0.8719012701136702,0.7602118248258314,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0016366250347346067,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.41637886354294606,eaf3129d64d8d654862f2a87473e34a2efe692a4825243ab0bd735d2ba187895,sha256:eaf3129d64d8d654862f2a87473e34a2efe692a4825243ab0bd735d2ba187895,True,independent_zero_iteration_probe_then_reseed_before_fit,random,4,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,1,completed
,,,0.8924373973092221,0.7964445081160583,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0006784579600207508,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.45261154683317295,d4b2799a400b4fff1edf1b1f02aafcbfd8f36c3deb7130f7c40c4dfda14530d4,sha256:d4b2799a400b4fff1edf1b1f02aafcbfd8f36c3deb7130f7c40c4dfda14530d4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,1,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,2,completed
,,,0.8700670250977486,0.7570166281624462,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0009933330002240837,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4131836668795609,d4b2799a400b4fff1edf1b1f02aafcbfd8f36c3deb7130f7c40c4dfda14530d4,sha256:d4b2799a400b4fff1edf1b1f02aafcbfd8f36c3deb7130f7c40c4dfda14530d4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,2,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,2,completed
,,,0.8646813904185118,0.7476739069360908,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0013332919916138053,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.4038409456532055,d4b2799a400b4fff1edf1b1f02aafcbfd8f36c3deb7130f7c40c4dfda14530d4,sha256:d4b2799a400b4fff1edf1b1f02aafcbfd8f36c3deb7130f7c40c4dfda14530d4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,3,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,2,completed
,,,0.8592201270714002,0.7382592267645931,1e-05,synthetic,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,0.0018450840143486857,2304,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.3944262654817078,d4b2799a400b4fff1edf1b1f02aafcbfd8f36c3deb7130f7c40c4dfda14530d4,sha256:d4b2799a400b4fff1edf1b1f02aafcbfd8f36c3deb7130f7c40c4dfda14530d4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,4,0.3438329612828853,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.3438329612828853,92,0.20909090909090908,4,,2,completed
